photo_id,business_id,caption,label
4V033u4VnfA_4HBB_g8EBg_aug,05ev984NYfimRN0UiFrxaA,"Sicilian Lemonade: house made limoncello, fresh mint, lime.",drink
4v6UVqPYd-M5VbNdZf3dCg_aug,LSzIBMNusjAmS0F87CM8fg,Inside,inside
4V3iI13HJ-ujfCC3mGj1NQ_aug,la-djFJ1N1WMK-qF-JCkCg,Little Mexico Restaurant,outside
4ubJS58wgVBR-KzNGhJevw_aug,cZnS2iTmPY6V58YqHiARxQ,,inside
4U_eegasnu_c1U_ykxuHsQ_aug,B5eJm8A4eiuPLW5C6l75dQ,,outside
4vI5P7OO5eC1KRwestCZxw_aug,NTWeW_PgQjIZ38h8St7mCQ,,food
4UN3Esqd-3q48Lh28bcNyA_aug,9N-VuWIyXdpLtbKmbCNVwg,Chicken noodle bowl bun,food
4VKScjqUpDuejXJxE5GQ7A_aug,3sQehkDWhJVtYQ90MUMRNw,,inside
4vxEtVNGiMs-bBtgyGze6g_aug,1jbONx-Csh9aTkk0E9O9jw,,drink
4vzZbj0Yya1QceY9kvtA_A_aug,nQfH7T3neXbTa6Xkz7IFoQ,,outside
4Uop-Eueo3ijuBcL5V4mUA_aug,WOpG-Xygx28cKf2MC3CJcg,Tomatoes,food
4VVXtQoXXCCpR8fEECNK1g_aug,0uL-FXY1M2UC12eZcFlTuQ,I Gliterally Can't,drink
4VXy_fNCk9RBxpcJ7D4EJQ_aug,AX9ppYZHLiztWo2v4DXO2A,Sweet Menu,menu
4w8Plm-k650zRrg25wwU0g_aug,cYUuOZzzTBrKz49OPNNUsw,Curry chickpea salad,food
4vJqHhllntw2sVAWPA9vrA_aug,XQ6mIXhO9YjMKys2r-J5dQ,Boneless bbq wings,food
4Wnh1mCnDTML28PISPovyg_aug,5ISqvo9dxmFY6MkXF28H4A,,food
4xlP764Mz0NUSkdJNnRBRg_aug,I30Nq1Y8MKcFmQNeYST36Q,Curbside order parking,outside
4WjIaHBxHdSBZwZlm0jDtA_aug,7rsdqP_j5s-x2OnFv_TrIg,McDonald's,outside
4W4obdEdjzl6RbiLbvfalw_aug,yjYNk2K77o34anIhS4zJyg,,drink
4WCiiGTy2IiJG8prLNfqxg_aug,IkY2ticzHEn4QFn8hQLSWg,,outside
4wcLTZDuwqFr6eJZLwokyg_aug,Ra-M3jQx9uRuCgSv33fpIA,,outside
4wchy38oe8JGpMcYzfvf8g_aug,Z5OeDuyiPwmt7P89DOjYsw,,outside
4XD70iodwvKTcxVLkOiFdw_aug,_9MTM7D67Up6A_5uTv1Ucw,,menu
4WRxhGuUj0LYNsoJMVBEaw_aug,uUgRgEdYbp4IPOUK2j-60Q,Assorted Donuts,food
4XuSK91NGw9RkxMm19hqsw_aug,fiGh8ctcvIRm4Ii2GOtoHQ,Outdoor dining at Trax Restaurant & Cafe.,outside
4wxVL4N6JFrNdvoCSJVdvg_aug,v1ZGbpJrxfSvsnz8IBTIQQ,,outside
4wR7QfL86w1Uz9jmcV4AqQ_aug,U3grYFIeu6RgAAQgdriHww,Harbor @ Brophy Bros,outside
4yak2TbNFYAz5uKtgkzSTw_aug,C8TTeu2ZgPTOLQ-wQsPXXw,,inside
4xWMWydGFDvHZ-80f9XeIg_aug,6-ixjryKFrCgue3JaHnvXQ,,outside
4X_Q-E7y6ozUxde-fUp7gw_aug,p_qSQwShIgQnNxGcajI4-w,,inside
4Xpf8rqob4XFfn_G4BdLgw_aug,MFX3Gs26jatY--HB0YdFYw,,outside
4ZFZhO1gtME2s_YD-uZWZg_aug,t-QxJFbbSjC-_X9TWJqITA,,menu
4yWcnEubNzzDx2uAIbq1yA_aug,vaCZdS9Q9wIHw-YwHoYErA,SandBar Nashville,outside
4_fkYp_ZP34gXq5SiKHy6g_aug,tkY5BJVXxUmP4jsKavkf2g,Inside,inside
4Xqrs7FvU-8I7lzEKltOag_aug,dzAV7NCPW7PYWLYqgPE_GQ,The front of The Sutler,outside
4yNLYP8gOHxGFyT7G5qjwQ_aug,8s2H6Vp9Z8ljjuyGADsBSA,,food
4_lCLOXplLciGHtQdpLngQ_aug,qBwOLby0sOJd3QG1o76W2w,,inside
4ZjzVWsx6kyZExaiWk6tSA_aug,4VW4_ghjdYw0Wl40Voa9cw,Blended Margaritas,drink
4Zia9NkAfQNjMfcIDhwJ-g_aug,2HxkdqHmbYGj_BH1bLaiSw,#Nektar,food
4_4pQEKG6XMayVYbnBiV9Q_aug,ZHXWdMiqsi3HwkLmSi_WgQ,,inside
4Z0ZFDr5C1r-K0DeE_RM6w_aug,1HwrC10JhdZ3gihazojBkg,Pho Du interior,inside
4YNOkJ1wJdoKHcmzReWVgA_aug,VtAhddes6gaZP1ESoeUWSQ,Outside tent,outside
4_NfQgsfnKqCM4hagBomKw_aug,gsscUrw2B2z2h8PBL0FkEg,,outside
5-CL6tOV1sJmARMLde4hoA_aug,K1fHLKXx15FdzWttpmSLxA,Aunt Donna,drink
5-cVX4tYXULGzN0AObpPOA_aug,Zx05t1cRAipPrpQOtzd9RQ,,outside
4_Uux-bJFaNqgYwh8RMUAA_aug,MWWtxj3R0WGqPzZg1uFmQA,The barista Nicole was nice and pleasant taking my order. Andrew who made my drink was 0-100 real quick with making my drink.,outside
4_zEPe2k_aUswJG67XgZNA_aug,qP_lrC3RjfOuzeJGpHz8Wg,,inside
5-vHWQ0mntCcDN0tZ9RLtg_aug,I0I2mkCOPTYVSLpc8A8VVw,,outside
50Ito7LZOKfG2KhKd42kPw_aug,Ru2baEL574xgX_-E1AJ-eg,,inside
5-ksgRBWIF5emAtdramD9A_aug,zn8FaVzjHMW4e2kTGz5SSA,Dining Car Restaurant,inside
502uRdfJI_MuKF6Hb5qWig_aug,sf0rWCnE4vHUlWncWOa3JQ,Outside,outside
50FAHWYeP-7jmwYcuXebrQ_aug,RnURR_OfKGejCsEshpS0ww,Where the drinks are as good as the view,drink
52DsS0ygrLwTDQ9qmBfJ6A_aug,YbkD76a_vnGYpMrFLETIyA,Beer menu,menu
50y-M-tKCSEt7XtLTkGUUw_aug,gTC8IQ_i8zXytWSly3Ttvg,,food
5-AsEuFcHAl42nxcG_Xpbg_aug,tQtasVokB4tqidnL2LPv7A,The Spaghetti!,food
51jjp9KhsKtzfELR_TqgAQ_aug,S8ZFYEgMejpChID8tzKo9A,Cheese cake,drink
511OjaQXbc1-8lTOquRH7w_aug,SVJJIoAiW3vHwoSpVnUcLQ,Breakfast at Pastiche,food
52ooWQVR4s-_3B6hBdqRdQ_aug,N0habbksIQ9s9jMBZvPLYg,,food
53jZh0ZmrIMLUinbPc6xNQ_aug,Af0RbLKk4U-GU8J9OsRfyQ,,inside
52V3PzY_k5bKxQCKpMpshw_aug,oyRXPI8APlfvpQL6kTiwBw,Love there turkey sand,inside
54ICOHFD9H0AzVM5iS9e9Q_aug,6ewV-e7-39oqYUq3yZuIyw,,food
53BgnhCR5ZXxYGaYgJRnwQ_aug,3BzxybbJ20DpFsozQjga9Q,Stonewall,inside
52VEi4NJJ7poDowMI5je0A_aug,whmn0dUpEb2NbmpVF2Xxcw,The Winter unWINEd,inside
54iXXAyyKiPx_T_RR0yTDQ_aug,4YoVUmkpUBNtdYa804Wzvg,,drink
54b1fy4_wotXA5SGz710Ew_aug,dGUyXgFW1WSYMgRypKaYew,,drink
53wpHgHf67RHDoJfMMKJ9w_aug,94FTPSStGmcBwaVgQJi8uQ,,outside
55pP6JPZyQaTctn-goNP0w_aug,iH9fT2RCB0u4cVl2HLDtqg,Menu,menu
56OAhnk1QHgfL4bKm-cwag_aug,IjJSHYMgXV3ZQSAr0tn19A,Ube drip latte super yummy. On the strong side.,drink
54H0x2CAmHVdEGrNBmfspA_aug,UlQDf4jrww_L5b-AYnLO6g,Saffron spaghetti with lobster,food
562bOxJrGlb7YChOQ8ZsEg_aug,sj2o49ZCq2iJlZxDNrHDaA,"Beer to go available in 4-pack cans, growler & crowler fills.",inside
56T3_jctD9xOnde8raL_gg_aug,l0DgOgLJDoUFHUYjw1uhTw,,drink
54KTjgNJqJA771OnL228cA_aug,oljqbMAx97IaDybrflcRSA,,food
54zd6FMFKYnoVOjDGbvSOQ_aug,UboXRwy2UBVH91pAwHiK_w,,food
57H57NkhfWjEUL907Say_Q_aug,XuPplL3QZ_5Xlx-AyFA2oA,Burger-Wing Combo with Big Pickle Burger,food
56Uate7inYBtrdscH3mmjA_aug,IfyXRQs7S9EoXCtCDWTeqg,,inside
58Ez929DlJ-DGQn9PAONsg_aug,cGsewW-9GdycDS3YT_eUMA,,outside
574bwir3o01U7QUV7PEGnQ_aug,H5Rk-aunuEzGANXCBu-NPQ,Tacos Miguel with Beef,food
57BO0A8biGHgavW07xq2-A_aug,eIKjxqdMduIeIqzPg7yc-Q,Inside,inside
57y-Ho86RYOt3znaNpcytA_aug,-8oIIpYJAXWg-G3glapMmQ,Espresso with Mezcal and Liquor 43 accompanied by Mexican vanilla and an orange rind.,food
56xWbLMgeiLicy1MziVoog_aug,JNBuXPEjE3eavcIUvUc49A,Over 100 beer choices including a handful they brew themselves. Respect.,inside
59NeVQK3dDdwI4fqH3HCRA_aug,ZDg4siM2zLF4Rt8ZTqR8BA,,outside
58_a465H_N0ArRNwVRO0AQ_aug,zTp2lpm3z5tVk62rA-pCdQ,,outside
57QGmlS-OuAGI-mOHXJrsQ_aug,73R--eg7NRaBqGUBk3019A,,inside
59bBjFAlI4Du8ZvmYwCPSA_aug,7gqRNDQs9ezTngtXCZ03Fg,,food
59_FYhloW-Oq_xShZXWfdQ_aug,k6WAVICs1yY07JPXLYCj_w,Welcome to OCF Coffee House in Old City!,drink
5ahBeMgbnoqlT9pCGU_7CA_aug,cBp1fn2LXpSHe4VbTXLYEw,First Day,inside
59RfVN-TBrmi_e96Wf84yg_aug,GpEEc2ErQ2TgQk5sGYx9aw,Jam Sessions,inside
5ag6Q-sUsiW2jt_E_cuKJw_aug,yG5tkMER9Ftkv4RDwMaQuA,Cute decor,inside
58VUawbsPE3A25wQlU0QdQ_aug,tnPjcpTSdCZB7LGoH1ZjuQ,Philly cheesesteak on a waffle,food
58sZjCPLGym79aBOHiYZWg_aug,HTgKfmmlzgE43trhntv8-w,,menu
5ABaryk7OXH0aehTW5APrg_aug,UEp2Yer68rR9oucduKfUjw,April 2020,inside
5bnLRhFyT9AUXDO3YqhoMg_aug,5DDPX5QQS43uACR1MiCVPA,,inside
5Ap6JHHKum8gbaGiN3OfHg_aug,onLwomlGswMhhmOEAeAVEg,,outside
5aZcDKYLm_Hhgfo3kCzqmA_aug,FbzFYmJnWdniR4uDPk4zjA,,inside
5bFp10e141As-Iw1oE-emw_aug,R_Wi9jh57H_OzzAVWO71Bw,,inside
5BnDhB7FmKOoY9_BeUfoew_aug,qcn10016DUkbgCbQi9L1WA,,outside
5bBaM0fBZ4aelCkjxKNpvg_aug,JbzvJJolDBT1614qo2Yiaw,,inside
5BNpHAl2yDsxh-yQ4t4qEw_aug,oqbhVgliVJH-iRa3AnD-3A,"Elixr- Philly, PA",inside
5BoZ5m58eAfn2GTsHbOIUw_aug,Y6JcY6naigaDmRUsC4lvaA,,inside
5CimVj3S2y7jEQxrCK79OA_aug,rIoYB0oURnPmou5bppJX6w,,food
5aUltpnWY4Bk9N4184JhgQ_aug,L7-PPe0fj-6U7qq31vjWnQ,Sunburnt margarita 100/10 recommend,drink
5Bpcc64USZKT4JRvCWG-EA_aug,hE6YsHHV0fCz_UrGS4o6VA,View from the restaurant,outside
5C4qRdmZAzxGr93xVFWrxw_aug,Pr6evSEG2vmtS8ny7K4nVA,,food
5bbkgjeKGspcAR6byjZbmQ_aug,FBof1_DJG-IMRdk6WmY2IA,,food
5cxH1vm4e_jtfoNeQaXP8w_aug,CGgTosACUR9HB4dz1GKj0Q,Cocktails,drink
5bSE9_aTx4OXU8X2fOz3sQ_aug,yTeH-Xqp2qob651GU6aE7Q,Meatballs!!!!,inside
5cKLGtZaLOiUur2sFbFOmw_aug,8JEcsyj5jqsSqmb0Xvwnbw,,outside
5CxvU7UZI-HkQ0yAXeN2mA_aug,JbJmkmPZtz9OlKcs2pUTaA,,inside
5cGftBJl5P_iy6gRFiudQA_aug,OI_dtFY0ZiUG5ryHPwucKg,,drink
5cOuVmr23rj8o5cbNWUiGQ_aug,W09zzFvE2vTwwPvgs0SMcg,,food
5cZcStbh3J71pZwfbPyDSA_aug,-MpXo24qYu4DazQXDrs2oA,Best Vegetarian Restaurant,outside
5CQoukeXw2tfGFCy19f0pg_aug,4To3eljiM2DlF-D7Fih8iQ,Exterior,outside
5COd-WBuXOHLypZ_UzX9gg_aug,caYHsI0eWE0UyEcSm04uMQ,Large cuban,food
5dcfp2OlHqZFN4dj_hAixA_aug,xwKYBPO0ByGlkvNcr8FdqQ,The smaller dining room,inside
5cRFR4XHfgAwzevEtCi4Og_aug,59-56qbtgwGigLNNsZiVZQ,,drink
5dF1u_H9OPSbQ7MsNtVXkQ_aug,5R98PzPjYLU80YxfBwyI1Q,,drink
5DVlL7TDlX_bFbUyOcbwQg_aug,MCxXobDMaNDCp4lwzUIlNw,,inside
5d7-MOyLzBeIPeLto3lcXQ_aug,cD4fV8Qzpwne5MRwfu4SuQ,,food
5Day657mrWZM3Jz2EnP7gQ_aug,33BCnuP8VxmFzolIdgWmdQ,,drink
5dJgdHTW9t9EhkJHsBNBdg_aug,MK0OMY_u9unl8xSqjPLtMw,Line,inside
5dmSC3lAAOsbQAf3myyEAw_aug,5-HPQP4UlNgmq0ejihbxuQ,,menu
5DKBz_EQsSLOHixJb3MaIQ_aug,IHNKQZMZY8dmwsXKIvtz0g,Lots of beer,inside
5E4DxNs-d2PwvCgGOjKGMg_aug,3fH5YQKRJu55TFPnMhv1ZQ,Lemon Herb Sauce,drink
5E7K75fNX5jnDK8QT5WPqw_aug,hK9ei4rE_JNqI4p6e_ozQQ,tempura shrimp and tuna,food
5enQkzXhJ69WAZGtn7LI3A_aug,xB_YNhUqfsvKOfyZHwQsnQ,,inside
5eMQf_8oN2ap89FY5AepOg_aug,vaCZdS9Q9wIHw-YwHoYErA,,drink
5EQoyF4eWOQdyQa3aP6c5g_aug,d5G3dpdyO60CYHukoM-_FQ,Chicken Quesadilla,food
5FasuY8G43JHCHITabGBbg_aug,v_QRZ8oeX-10wLo0jVddQg,,menu
5Eo0kJC9mToUCRog5QTb6Q_aug,U_U6C9AF7xmQijTTUFRzkQ,Plenty of outdoor seating,outside
5eUJGrnNm6JGwRiTeNeRCA_aug,H3KgdVrqd52koUMjXPKWpQ,front window dining,outside
5eX93CYOm2gdsh-Y7MsR4Q_aug,WaP_umj3dFLzYicrOanRBA,,food
5e2tVrlb3bZh9Bk_YQzhww_aug,RqW9S4WG9UYZHKhHRHXJZg,"Loli's Mexican Cravings is in an old pink house along Benjamin Road, about a block south of the Wawa on Waters Ave.",outside
5fbvkPZQqiPP5t3ytULqHA_aug,4lFBZxKSq4pJ29qZAtHyrQ,,drink
5ff2w0zwQ4U4Xn1ji-6Z8A_aug,f8ss-XDpkdwwbQf0-V6JCA,,food
5evXwAQu4YHXOuJkB4h5aA_aug,OE984imunvv0HCp2HtgvQg,,inside
5F8-O68A5vl2IFOj7lS0iw_aug,ZFSt9QDyAgz5qKRfxCZWAg,Iced Shaken Espresso,drink
5f8TNgJbmISfj9SzLjUdTQ_aug,PKQ8u65he4JlUpUCS200cQ,Cupping in the works,inside
5FWdRqmlD0qnk9G_hxFafg_aug,mY02hIpeZSVCaWObvvyECA,TOMATO PLANTS,outside
5FhLdS1WJBiDDCs1XH5jcg_aug,zU5PPd9j4bYC_MepNSEDcA,Oolong Tea,drink
5G3pI-wdzsShfCBGE1TFMA_aug,ZdZBmV4R4M1uu1Rwrz4udA,,drink
5fs17rU2rJmOkN6irtFEkQ_aug,Bii6sQO2QNinBq9vdakNBg,,outside
5ftXLLmRiA0TOJBQPnUKOw_aug,k-ZWRUhKyyl1qrG3y8yziA,,food
5GR-oiiFTnuzhnzfIVokJg_aug,zNBtF87cr_uzqloqWdO34g,Nana's Kitchen,inside
5H1412wHwLUO593oVa1LjQ_aug,-0TffRSXXIlBYVbb5AwfTg,Live music!,inside
5hKbol0D5DN1f7SwWCea8g_aug,yFpOyYTVc2p2I-vNxe4nQw,Little coca cola cooler. Cute :),inside
5HPj3zg-L9fGnbf4vHWedQ_aug,UlGS2NxZSiph33E3nfovRw,,drink
5GF4CGkX9sPVKJTFirzs0g_aug,LImOqXSWUq-E_eNZhTUzmQ,,food
5hNM6b6Ge0XVhqIu23BC0w_aug,Qc9r_Vbrx2I4yQmvPIP_0A,,menu
5GrTNjtIiua21Qaf1lMAvw_aug,0oSSjekU-3GR8gselReWnA,dry aged porterhouse,food
5hvcot-B5GEnYoBgxEYZbw_aug,U4X-tzwvTzW8uWxs2KIPtg,,inside
5hkPmVwT7OD84hh7pesAfg_aug,DPtdBtLp6ng9cAB9_rzB6g,,inside
5hxJgvHAScSPOTO_4_v0Bw_aug,i6YvzoCYT6vCxBxqD7nR-g,,inside
5HJai8psJ-OMRiUpW5dc4w_aug,DGefID2EzDJl4g_DCMbnYQ,Iced Shaken Espresso,drink
5gEF-0QiJw8_AIeo2HqgCg_aug,zxuVnNVAUm16Sro0dS_lmg,"Tasting Trio, available Fridays from 4-6 p.m. $25 per person.",menu
5F_ykkzxZCGBJ8PX7DRUzA_aug,JSjKDbPTsv4mWd3P5nRkfw,Patio,outside
5IRryCq3VjABPOZYNuy6Iw_aug,E6aDgHR-_7xn02VE3gilbA,Inside.,inside
5ID3LjgGJhSkvKviUT9tew_aug,T4LfF6fT4_5UuP6ZpMjUGQ,Wedding ceremony on the rooftop bar.,outside
5IK-VDoGdzuVpvCETsYHbA_aug,ctHjyadbDQAtUFfkcAFEHw,"Grilled Duck Hearts with green chickpeas, falafel, and amba tehina.",food
5int-lGK91vKAript8MaLQ_aug,ZMkZj5YsBW3XHH5fOBh6fw,"Interior, too many loud Tvs on",inside
5iFgk7q6wGJYIlnyrQ6Btw_aug,Vi7mls55_E-WWtGhIHgomA,signature Roux-B-Lime (hibiscus tea and limeade) from the Juice Box,drink
5j8Ub0jpcvFT71PaXssLGw_aug,0UJqTczta018RoktahC0jw,Ramen,food
5iRdysQU7zPi4XuFkGHD2Q_aug,7arJd6e88ozMfrJT2nCwlA,,inside
5jNNPR6jQ78afBpiIE4GXg_aug,QngStfPHmaGUvqK1ZOQ2zA,The Newly Renovated Patio at #PJsMapleShade,outside
5Iu-TCxLzjQETh6cbMBIOw_aug,iMTjejk6apJKzCukZnDw5A,,drink
5JL5BzNyd8WaFQU3osbHaw_aug,lzpUmq4lc2liO2q8A6WoCg,,food
5ItpveS1OOyRDQfp6cCqrQ_aug,XuQ5ekbJ9eRUX06JTqJHaQ,,inside
5jpcQsolaLypXS1q4pKuwA_aug,FjcqIkrk9hDx7q_OvqeyWQ,,food
5JF7tkE40f911tsOmpzztg_aug,LG03thDHBO4vRcYZ7g_zmg,Cool kitchen,inside
5j1AfBbc3iTW0V3YvRbceg_aug,Hl_vXTiYLozWo7T9Cq17vw,72 Hour Burrata,food
5JdIVPOgTU9VAFgi35p7rg_aug,_P4ZlE_3h97jt9o7-WSXmw,Located in the second floor of city market... Pro tip: the bartenders appreciate a top notch brew brought in from your local city...,inside
5jmbbwAb0vELGNeD5AcDFQ_aug,L5LLN0RafiV1Z9cddzvuCw,Pulpo  Carpaccio  - thin sliced octopus with piri piri sauce,food
5jRyQbabRswrHUqHeYWF1g_aug,8SOgWpYKJgiEfTuyXKGdHw,Hot sauce to go,drink
5JZG4_6g8PxOeT1KfBy91Q_aug,Q1hBOIqr_p6MRnMLawz6cA,,drink
5kfZVUVlghBu81Kim3J6vg_aug,d_UJWp4IlGS4sgnjE60eBw,One of the food stands,inside
5jzc2NmhYvtTNrcrrDnSKg_aug,xkYOPbA8AL4jcQIN3xveoQ,Big Cheezy!,food
5Kl-Xgo0FpAOftDzxPqBiA_aug,cHts_R1qf8KJiVm9gb-pJg,,outside
5kDdTgtKeOSTRcc6GwIDlg_aug,O823FiPDepbCKYo7w2uGAg,,outside
5kMRt77MvrUDYHqIiorgzg_aug,M8f8aESic76b58mKAYcSEA,,food
5jwGoG1HWnFgBOrMhie4ag_aug,pq7CAQGsxjaFcMLmhdbbvA,,drink
5KsxsrEtIO2IDxLQ2mvhTA_aug,dWEd-EsWURYeGiJAdHvI7Q,Beef Tartare,food
5JzJkpj2iHck-vzyt8HxFw_aug,T3Bbtht3jO2izyO6f6W8bg,,inside
5lEL3K-sO98WAvla2dITjg_aug,q9Pupuw6Z2b8WaYK-MGt4g,Iced skip latte,drink
5Lk5gXVq8T86vO6VfkuQJw_aug,M8Y9fLh41CLMf9tZBUTaFQ,,drink
5KWl3Dd8dfhBGctD6x7Xlg_aug,IQ-FUxpwpibrfOpj6d8Asg,Entrance photo by @Picturenola,inside
5LfB7OxhHrFmQDvfqBA17A_aug,gp4e-mPblEZYnQ_Kf4SI2Q,"Convenient location, ample parking",outside
5Kp6PfXpzw8UDLeCEuIwCA_aug,GPz7CWRKUYSH4CBY8xLFxw,Hot Kitchen,outside
5l1Azlo6JoO4_7IlCq469w_aug,2coic7DZlnlqVhblbEOpIA,Vintage Poster in the Men's Room,inside
5Lp2FW4K-AOTnSFnXsTtAQ_aug,W57360g1e7xMGerm7wPW0Q,,outside
5lVJ-B8Q2hnKv0YivFQ8EQ_aug,KOkkX1YK0kRuxysrwsUD7w,,food
5L_q-HY1lUwpIIJWCZUYkw_aug,GcJsCFzqvVVwydvBcxmJIA,,outside
5lS2Pxq8gJZjrZr2uaWo6w_aug,kWrBJ6E8aKhfGkvsXQwxZQ,Stained glass windows,inside
5lbRtyCI92IPh01whEPYNw_aug,_Eu8C90eKnGj5LY3n4Z5Gg,,drink
5lU8GcQOfhIUXFB8zZ-K0g_aug,luv3Y2AjoOhxYRY_u5tRJA,,inside
5nmUbYSVADDFA5D0LJojww_aug,QhxtQppYwOCKjExMftCa9Q,,drink
5M_y0oTUiiVBMJNpGguiaA_aug,tL4a6CqHGuAG4eahLh9Tsg,,inside
5mfuqjY8-jeItF97Kc0UBQ_aug,EGL_tOfRnYeMTxhBV8RxxQ,,food
5M8dONDDsq87c_-wvz5O4g_aug,5iooYc7woWdiRU1uq9jpNg,Menu,menu
5NmbYjnTG5sklg3TcpmkSw_aug,XnQ84ylyAZwh-XfHGGNBbQ,Mike and I back at Coop's Place!!,inside
5N38VL0sCfd0DRwJ6xSVaQ_aug,WOpG-Xygx28cKf2MC3CJcg,,outside
5NFyRh6CqoJT1wFT2PAsGA_aug,jEasa4Sbzy4NdLyzPPgQyg,Flight of beers. You get to choose four different beers,drink
5NpvbHXczrpqoU7afsH-Og_aug,LH5biiHY0zfWWQtcrIjLTw,,drink
5nOjvKA6tj3vOgCpjW5vOQ_aug,J295hhgR7i7DEyN0uCr4-A,,food
5MgDsGuG1_4_ggXgJDeMTw_aug,7BOX1QyL9mpLcyE4viEXuQ,Sweet Cuban cafecito,drink
5oaqljOYimvFbSF6BpzhxQ_aug,dmr-pmhm8EuX8ON3SEV5YQ,,outside
5nnv6DnvHXc32WJPK-sYuw_aug,L5LLN0RafiV1Z9cddzvuCw,,outside
5NxUwq1Stld3v4gX9EYLOw_aug,GqQSFMLaM25zcM5OnCWnnQ,Cup art. As good as it looks!,drink
5noQBM8sM1sduEkdBh1MHQ_aug,HANUMhsKdPgxguzxv0D-cw,,inside
5Nzfn-aOzINzq0ZgovYhFA_aug,AlH5V97JSAu7AL_xdibMIg,Mix drinks !!,drink
5NtqI05pjw8_R7hOxU6QSA_aug,A9rVxmIBtHZRvNhbBaGAWg,Sliced Fish with Tofu Pudding (豆花鱼片) ($18.95) - Grubhub delivery. Tasty and big portion,food
5nUXLCuLbOk2Zm4ktgtFXQ_aug,GNrZxUMFyBCjei_-gfVjjg,,drink
5OkR2AHNCec1DPOeRi46aQ_aug,qcn10016DUkbgCbQi9L1WA,Menu,menu
5nSLSmYcb3MLkzleYDcEXQ_aug,qoD6-nDDfEuNPRJipJxpOA,,outside
5ombSzW9ofF9ym9svnOoJw_aug,pIvX_Kw4f82baMUhRO6WxQ,Nashville's Best Drinks!,drink
5OmSkcMhLRLXlSOXXJb7gg_aug,4x3PvIyHchzq-_RXl45Ifw,,drink
5oHFt0vqdiYs7nxdbY4qKQ_aug,7_YYjlT-qRP8h1IkpPWObw,,outside
5Ozqdx9RnuSgYMuB_pWCxg_aug,FEXhWNCMkv22qG04E83Qjg,Large cafe au lait with 1 order (3) of beignets,drink
5OPiH28cQ36VFT29EuEb7Q_aug,DbKj1ZbIGTLUjprdDk4-3A,Huge,food
5p1OCfTsIMNbopkDyt_AAg_aug,ht8lG0gs4-ddM7ap3wwIaA,,drink
5OQaMjJrb7xROl1gKa_FTg_aug,kOOiEcy0UaWLwCPgZ95nmg,Dining Area,inside
5pcSTJ5lnuUAsXs0yBv6Ag_aug,LgItzDqxncbd5x-TQFvUPg,,drink
5oyn9Gl6ak0FxKC8sHGNXQ_aug,TDKBPcViJQDMrdUm6a9XZA,Stand up against the wall  it's HOT,outside
5peA6CENQz9i1grBKxt3qw_aug,VM2Pt-FCmKGkds7TB4lKRA,Iced Shaken Espresso,drink
5p6WJMyCACC_Fcyy26d-8g_aug,lmpjnr3sCLD84lfThoiQ3w,"Brick wall theme with upside down shovels to add to the ""six feet under"" effect",inside
5PiZuF1arQ9ZAwiU2KuEpg_aug,UFpCraqzFBAhtZqmxmiWsA,,outside
5Pi0TNIgTmiiZj4VMp3HIw_aug,0CeDwvLyRVgr-fq-DHk1sQ,,food
5pFFRHI5xDUXyiG2EquDXw_aug,UxP1VK4lTLKRu9cgjGhdaw,,inside
5PLSP3B9ou5ANByWm82obg_aug,GXjN3c0swlIfH5kbVxATFQ,Puppy Slumber Party (Stout) & Native Pear (Cider),drink
5Pr3gMMhG38_E2aUjU2YPw_aug,g-YOzV9YIPmo6vZBHQuuUg,Restaurant,inside
5PNMSP0OlcCWfSIFZXh29Q_aug,nGElMRWr0BcQKFPa4ZBMYA,Yelp Event,food
5pRQPPGYaCjhAQ2PRm3z-g_aug,6dDC5PSmPEoJYuM8r8dN_A,Counter,inside
5PxTZhJFkAXwy58A-lfYYw_aug,-cDE_lW8Om8w0YIUriXXMg,,drink
5qjNhLIrhFZt_XPx1eEkmw_aug,UiKgEJf_1Y-h5-2EYjaQ-g,,drink
5QkUHIOUWiAKP41-UYz8BQ_aug,F1UxFp_b7Gdi-OGERx1jow,,food
5q5Rjjoq6tfGVJYHxPKlRQ_aug,0Y5OG0uk8exyeYdqxKa1XA,,food
5q3gT1F2uXcp7e9PteCzcA_aug,wP2ok4O0GsR9td7Iiv1zKA,Where it all begins...,inside
5QMo0bd3fl9N2DlVM1OQLA_aug,pVwMHUYFMuwmRe6M--ZzwA,Outside facade,outside
5RlhRdxUsQq8qQr3NanwCw_aug,8s2H6Vp9Z8ljjuyGADsBSA,,food
5QXYcopPZ4J51Sb9KUAi1Q_aug,OVBvIiuTxlMy_Ue-U2JObg,,food
5rctXXbZyiYrXl0_KCQX8g_aug,skY6r8WAkYqpV7_TxNm23w,,outside
5pz-MdAvyalmrW5OwAbZ7w_aug,Tf7Vf36M-k8ba3P1i3Ffpg,,inside
5SFH8SFTtuQOgzsp5zkBmg_aug,f0xvxhU8xH5CzvS03L1PBA,,inside
5s-VYv0Xb2hho3G9E6simg_aug,VYkEik6T-yVY-jRK28mF3A,,food
5sBrDPb6MnV8dA9jslYu8Q_aug,hGUr1HxLfqvhQC1AG8kkVg,cupping,drink
5R37JxXwzz_A-z6w5JVYCQ_aug,hHatETvvcESC8YDXJLn66g,Store,outside
5rLoZi0L2HBgRCinpyCJ_g_aug,kxOR-Z62MnMUlCZWQmd2iQ,Menu and a Bourbon,drink
